Age,Status,Education,Years,Profession,Capitalgains,Capitalloss,Native,Zodiak
44,Private,HS-grad,9,Craft-repair,0,0,United-States,Capricorn
39,Private,Bachelors,13,Prof-specialty,0,0,United-States,Aquarius
66,Private,Masters,14,Prof-specialty,2936,0,United-States,Gemini
51,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Gemini
27,Private,7th-8th,4,Other-service,0,0,?,Sagittarius
35,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
32,Private,Some-college,10,Prof-specialty,0,0,United-States,Pisces
56,Private,Some-college,10,Sales,0,0,United-States,Sagittarius
58,Private,Masters,14,Sales,0,0,United-States,Aquarius
49,Self-emp-inc,Some-college,10,Craft-repair,0,0,United-States,Scorpio
54,Private,HS-grad,9,Transport-moving,0,0,United-States,Capricorn
25,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
37,Private,HS-grad,9,Farming-fishing,0,0,United-States,Sagittarius
23,Private,HS-grad,9,Sales,0,0,United-States,Virgo
41,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
51,Private,Some-college,10,Sales,0,0,United-States,Cancer
46,Private,Assoc-acdm,12,Adm-clerical,0,0,India,Capricorn
39,Local-gov,Some-college,10,Prof-specialty,0,0,United-States,Gemini
44,Private,Bachelors,13,Adm-clerical,0,12556,United-States,Sagittarius
26,Private,HS-grad,9,Adm-clerical,0,0,Jamaica,Pisces
27,Private,Assoc-voc,11,Machine-op-inspct,0,0,United-States,Libra
46,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
28,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,Hungary,Libra
50,Self-emp-inc,11th,7,Exec-managerial,269821,2444,United-States,Virgo
45,Private,Masters,14,Prof-specialty,0,0,United-States,Aquarius
46,Self-emp-inc,Assoc-voc,11,Exec-managerial,0,11572,United-States,Capricorn
63,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Aquarius
46,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Gemini
76,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
55,Private,Bachelors,13,Craft-repair,288638,0,Ireland,Gemini
34,Self-emp-inc,HS-grad,9,Craft-repair,0,0,United-States,Pisces
30,Private,HS-grad,9,Sales,1151,0,United-States,Leo
32,Self-emp-not-inc,HS-grad,9,Other-service,0,0,United-States,Pisces
62,?,HS-grad,9,?,0,0,United-States,Capricorn
30,Private,HS-grad,9,Protective-serv,0,0,United-States,Scorpio
35,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Taurus
27,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,1573,United-States,Taurus
27,Private,HS-grad,9,Sales,0,0,United-States,Cancer
28,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Virgo
22,?,Some-college,10,?,0,0,United-States,Aquarius
27,?,Assoc-acdm,12,?,0,0,United-States,Aquarius
59,Private,9th,5,Machine-op-inspct,0,0,Mexico,Libra
33,Self-emp-inc,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
52,Private,Some-college,10,Sales,0,0,United-States,Virgo
42,Private,Assoc-acdm,12,Prof-specialty,0,12802,United-States,Capricorn
33,Self-emp-not-inc,HS-grad,9,Transport-moving,227504,0,United-States,Capricorn
48,Private,Assoc-voc,11,Other-service,0,0,United-States,Pisces
51,Private,HS-grad,9,Machine-op-inspct,3137,0,United-States,Scorpio
40,Private,HS-grad,9,Sales,0,0,United-States,Cancer
44,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Capricorn
56,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,1977,United-States,Pisces
53,State-gov,Masters,14,Exec-managerial,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Pisces
29,Private,Bachelors,13,Exec-managerial,0,0,United-States,Virgo
24,Private,HS-grad,9,Sales,0,0,United-States,Capricorn
45,Private,Bachelors,13,Prof-specialty,295276,0,United-States,Virgo
54,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Virgo
37,Private,Bachelors,13,Prof-specialty,0,12863,United-States,Libra
56,Private,HS-grad,9,Other-service,0,0,Yugoslavia,Aquarius
36,Local-gov,Assoc-voc,11,Prof-specialty,0,0,United-States,Capricorn
50,Private,Masters,14,Prof-specialty,15024,0,United-States,Aquarius
40,Private,10th,6,Craft-repair,0,0,United-States,Aquarius
36,Self-emp-inc,Assoc-voc,11,Sales,0,0,United-States,Gemini
28,Private,5th-6th,3,Machine-op-inspct,0,0,Mexico,Libra
31,Local-gov,Assoc-acdm,12,Protective-serv,0,0,United-States,Virgo
48,Private,11th,7,Other-service,0,0,United-States,Scorpio
59,Self-emp-not-inc,Masters,14,Craft-repair,0,0,United-States,Sagittarius
47,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
29,State-gov,Some-college,10,Adm-clerical,0,0,Philippines,Aquarius
34,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
47,Local-gov,Some-college,10,Prof-specialty,7688,0,United-States,Cancer
30,Private,10th,6,Craft-repair,0,0,United-States,Virgo
41,Self-emp-not-inc,HS-grad,9,Machine-op-inspct,0,0,United-States,Pisces
52,Local-gov,Bachelors,13,Tech-support,0,0,United-States,Taurus
23,Private,Bachelors,13,Sales,0,0,United-States,Cancer
47,Self-emp-inc,HS-grad,9,Sales,208460,0,United-States,Libra
59,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
26,Self-emp-inc,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
40,Self-emp-not-inc,Bachelors,13,Sales,228767,0,United-States,Scorpio
28,Private,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
24,Private,HS-grad,9,Sales,0,0,United-States,Aquarius
31,Private,Some-college,10,Transport-moving,0,0,?,Libra
34,Private,Some-college,10,Exec-managerial,0,0,United-States,Taurus
26,Private,Bachelors,13,Prof-specialty,0,0,?,Leo
35,Private,HS-grad,9,Farming-fishing,0,0,United-States,Pisces
27,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Libra
28,Local-gov,Assoc-voc,11,Prof-specialty,7688,11730,United-States,Virgo
26,Private,Bachelors,13,Exec-managerial,0,0,United-States,Virgo
24,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
45,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Leo
30,Private,HS-grad,9,Transport-moving,0,2057,United-States,Gemini
57,Local-gov,Masters,14,Other-service,0,0,United-States,Scorpio
48,Private,HS-grad,9,Machine-op-inspct,293401,0,United-States,Capricorn
53,Local-gov,Preschool,1,Machine-op-inspct,0,0,United-States,Aquarius
57,Self-emp-inc,Bachelors,13,Prof-specialty,0,0,United-States,Aquarius
44,Private,Some-college,10,Machine-op-inspct,204875,0,United-States,Aquarius
62,Private,Bachelors,13,Craft-repair,7688,0,United-States,Gemini
42,Self-emp-not-inc,Masters,14,Exec-managerial,0,13435,United-States,Taurus
44,Private,Assoc-voc,11,Craft-repair,3411,0,United-States,Aquarius
45,Private,HS-grad,9,Machine-op-inspct,3137,0,United-States,Leo
47,Self-emp-not-inc,7th-8th,4,Sales,0,0,Puerto-Rico,Sagittarius
24,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
29,Private,Assoc-voc,11,Machine-op-inspct,0,1887,United-States,Virgo
37,Private,Bachelors,13,Exec-managerial,0,0,United-States,Leo
32,Self-emp-inc,HS-grad,9,Farming-fishing,0,1902,United-States,Leo
36,State-gov,Masters,14,Prof-specialty,0,0,United-States,Pisces
67,Private,HS-grad,9,Sales,0,0,Canada,Cancer
25,Private,Assoc-acdm,12,Sales,0,0,United-States,Capricorn
30,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
33,Private,Some-college,10,Other-service,0,0,United-States,Gemini
71,Self-emp-not-inc,Prof-school,15,Farming-fishing,0,0,United-States,Capricorn
23,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,United-States,Cancer
60,Private,Masters,14,Transport-moving,0,0,United-States,Scorpio
52,Private,11th,7,Machine-op-inspct,0,0,Dominican-Republic,Libra
24,Private,11th,7,Transport-moving,0,0,United-States,Pisces
26,Self-emp-not-inc,Assoc-acdm,12,Craft-repair,0,0,United-States,Aquarius
24,Self-emp-inc,HS-grad,9,Craft-repair,0,0,United-States,Leo
39,Self-emp-not-inc,9th,5,Craft-repair,0,0,United-States,Cancer
21,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Sagittarius
76,Local-gov,Some-college,10,Adm-clerical,220954,0,United-States,Leo
60,Private,Assoc-voc,11,Adm-clerical,0,12205,United-States,Cancer
48,Private,Some-college,10,Craft-repair,222511,0,United-States,Taurus
25,Private,Bachelors,13,Exec-managerial,0,0,United-States,Cancer
46,Private,Bachelors,13,Prof-specialty,0,1902,United-States,Aquarius
26,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Pisces
51,Private,Some-college,10,Exec-managerial,234092,0,United-States,Virgo
42,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
39,Private,Some-college,10,Exec-managerial,0,0,United-States,Aquarius
22,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Libra
47,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
46,Private,Masters,14,Exec-managerial,0,0,United-States,Gemini
28,Private,11th,7,Handlers-cleaners,7688,0,United-States,Pisces
49,Private,Bachelors,13,Sales,0,0,United-States,Sagittarius
35,Private,HS-grad,9,Craft-repair,2354,0,United-States,Scorpio
44,State-gov,Bachelors,13,Adm-clerical,0,0,United-States,Sagittarius
34,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
43,Private,Assoc-acdm,12,Tech-support,0,0,United-States,Scorpio
43,Self-emp-not-inc,Bachelors,13,Craft-repair,209155,0,United-States,Libra
41,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,Mexico,Taurus
26,Private,Some-college,10,Adm-clerical,0,1974,United-States,Libra
40,Private,Some-college,10,Adm-clerical,0,0,United-States,Aquarius
55,Private,Assoc-voc,11,Prof-specialty,0,1977,Germany,Gemini
23,Private,Some-college,10,Exec-managerial,0,0,United-States,Sagittarius
39,Private,10th,6,Machine-op-inspct,0,0,United-States,Gemini
22,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Libra
48,Private,HS-grad,9,Transport-moving,0,0,United-States,Leo
33,Private,11th,7,Sales,0,0,United-States,Pisces
53,Local-gov,HS-grad,9,Other-service,0,0,United-States,Sagittarius
41,Private,Some-college,10,Craft-repair,0,1887,United-States,Aquarius
53,Private,HS-grad,9,Transport-moving,0,0,United-States,Gemini
44,Self-emp-inc,HS-grad,9,Other-service,0,0,United-States,Scorpio
45,Private,Bachelors,13,Exec-managerial,0,0,United-States,Capricorn
48,Self-emp-inc,Masters,14,Other-service,0,0,United-States,Leo
48,Private,10th,6,Craft-repair,0,0,United-States,Sagittarius
42,Private,HS-grad,9,Exec-managerial,0,0,United-States,Scorpio
23,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Virgo
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Aquarius
52,Private,Bachelors,13,Prof-specialty,0,11093,United-States,Virgo
61,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Aquarius
34,Private,HS-grad,9,Other-service,0,0,United-States,Scorpio
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
30,Private,11th,7,Handlers-cleaners,0,0,United-States,Capricorn
23,Private,Bachelors,13,Machine-op-inspct,0,1719,United-States,Taurus
29,Private,Prof-school,15,Prof-specialty,27828,0,Germany,Scorpio
48,Private,HS-grad,9,Adm-clerical,0,0,United-States,Sagittarius
65,Private,HS-grad,9,Adm-clerical,0,2206,Canada,Capricorn
26,Private,Bachelors,13,Adm-clerical,0,11172,Mexico,Scorpio
35,?,Assoc-acdm,12,?,0,0,United-States,Gemini
35,Private,Bachelors,13,Prof-specialty,0,0,United-States,Leo
54,Self-emp-not-inc,Masters,14,Prof-specialty,214158,0,United-States,Taurus
54,Local-gov,HS-grad,9,Other-service,0,0,United-States,Cancer
38,Private,HS-grad,9,Sales,0,0,United-States,Cancer
27,Private,Assoc-voc,11,Adm-clerical,281917,0,United-States,Cancer
25,Private,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
31,Private,12th,8,Sales,4650,0,United-States,Capricorn
24,Self-emp-not-inc,Some-college,10,Transport-moving,0,0,United-States,Pisces
58,State-gov,Bachelors,13,Exec-managerial,0,0,United-States,Libra
58,Federal-gov,Bachelors,13,Exec-managerial,0,0,United-States,Libra
42,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
39,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
32,Private,Some-college,10,Sales,272976,0,United-States,Leo
64,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Cancer
39,State-gov,Bachelors,13,Prof-specialty,0,12304,United-States,Scorpio
45,Federal-gov,Assoc-acdm,12,Exec-managerial,0,0,United-States,Scorpio
36,Private,10th,6,Handlers-cleaners,0,0,United-States,Scorpio
33,Private,HS-grad,9,Tech-support,0,0,United-States,Scorpio
41,Private,Some-college,10,Craft-repair,0,0,United-States,Capricorn
48,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Libra
35,Private,Bachelors,13,Prof-specialty,5013,0,United-States,Gemini
30,Private,HS-grad,9,Sales,225607,0,United-States,Pisces
40,Private,HS-grad,9,Adm-clerical,0,0,United-States,Aquarius
30,Local-gov,Bachelors,13,Protective-serv,0,0,United-States,Pisces
40,Private,HS-grad,9,Sales,0,0,United-States,Taurus
53,Private,Masters,14,Exec-managerial,0,0,United-States,Virgo
30,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Pisces
29,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Sagittarius
22,Private,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
27,Private,Some-college,10,Craft-repair,0,0,United-States,Gemini
42,Private,HS-grad,9,Transport-moving,0,0,United-States,Leo
28,Private,Bachelors,13,Prof-specialty,0,13482,United-States,Scorpio
37,Private,HS-grad,9,Exec-managerial,0,0,United-States,Cancer
35,Private,Some-college,10,Craft-repair,0,0,United-States,Virgo
37,Self-emp-inc,Some-college,10,Exec-managerial,3103,0,United-States,Capricorn
32,Private,HS-grad,9,Other-service,0,0,United-States,Aquarius
29,Self-emp-inc,HS-grad,9,Sales,0,0,Germany,Gemini
59,Self-emp-not-inc,7th-8th,4,Craft-repair,0,0,United-States,Taurus
39,Private,Some-college,10,Craft-repair,0,0,United-States,Scorpio
51,Local-gov,HS-grad,9,Exec-managerial,0,0,United-States,Capricorn
57,Self-emp-inc,Bachelors,13,Exec-managerial,7688,0,United-States,Gemini
44,Private,Some-college,10,Tech-support,0,0,United-States,Virgo
52,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
44,Private,Bachelors,13,Prof-specialty,0,0,United-States,Capricorn
31,Private,HS-grad,9,Other-service,0,0,United-States,Gemini
23,?,10th,6,?,0,0,United-States,Sagittarius
48,Private,Some-college,10,Adm-clerical,0,0,United-States,Capricorn
46,Self-emp-not-inc,HS-grad,9,Farming-fishing,4386,0,United-States,Taurus
51,Private,Assoc-voc,11,Exec-managerial,0,0,United-States,Virgo
61,Private,Some-college,10,Other-service,0,0,United-States,Sagittarius
53,?,5th-6th,3,?,0,0,United-States,Aquarius
51,Private,Masters,14,Protective-serv,0,0,United-States,Taurus
42,Private,Doctorate,16,Other-service,263632,0,?,Gemini
52,Private,Bachelors,13,Exec-managerial,0,0,?,Leo
57,Local-gov,Bachelors,13,Prof-specialty,0,1902,United-States,Cancer
32,Private,Bachelors,13,Prof-specialty,271611,0,United-States,Pisces
28,Private,7th-8th,4,Prof-specialty,0,0,United-States,Sagittarius
45,Private,HS-grad,9,Adm-clerical,209113,0,United-States,Pisces
43,Self-emp-not-inc,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
45,Local-gov,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
51,Private,Bachelors,13,Exec-managerial,0,0,United-States,Aquarius
36,Private,Some-college,10,Prof-specialty,0,0,United-States,Taurus
53,Local-gov,Some-college,10,Other-service,0,0,United-States,Pisces
37,Private,Bachelors,13,Exec-managerial,0,0,United-States,Scorpio
39,Private,Masters,14,Prof-specialty,0,0,?,Pisces
50,Private,Masters,14,Exec-managerial,291225,0,Philippines,Leo
43,Private,HS-grad,9,Adm-clerical,0,0,United-States,Scorpio
23,Private,Bachelors,13,Adm-clerical,0,0,United-States,Libra
56,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Scorpio
30,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Sagittarius
23,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
23,Private,Assoc-voc,11,Tech-support,0,0,United-States,Leo
35,Private,HS-grad,9,Other-service,0,0,United-States,Capricorn
36,Self-emp-not-inc,Bachelors,13,Other-service,0,0,United-States,Capricorn
51,Federal-gov,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
24,Private,HS-grad,9,Other-service,0,0,United-States,Capricorn
44,Local-gov,Assoc-acdm,12,Protective-serv,0,0,United-States,Gemini
90,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,United-States,Gemini
22,Private,Some-college,10,Sales,0,0,United-States,Libra
37,Private,Some-college,10,Other-service,0,0,United-States,Pisces
22,Private,Assoc-voc,11,Adm-clerical,0,0,United-States,Taurus
24,Private,Some-college,10,Other-service,0,0,Mexico,Aquarius
23,Private,Assoc-acdm,12,Other-service,0,0,Columbia,Pisces
58,Private,HS-grad,9,Sales,233056,0,United-States,Libra
33,Private,Prof-school,15,Prof-specialty,0,1977,United-States,Taurus
44,Private,Bachelors,13,Exec-managerial,0,12374,United-States,Pisces
39,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Virgo
30,?,HS-grad,9,?,0,0,United-States,Scorpio
46,Federal-gov,Prof-school,15,Prof-specialty,15024,0,United-States,Libra
39,Private,HS-grad,9,Sales,15024,0,United-States,Cancer
45,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
23,Private,HS-grad,9,Sales,0,0,United-States,Libra
23,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Cancer
43,State-gov,Masters,16,Handlers-cleaners,115037,157157,India,Sagittarius
53,Self-emp-not-inc,10th,6,Farming-fishing,0,0,United-States,Libra
65,Private,Bachelors,13,Other-service,0,0,United-States,Libra
44,Local-gov,Assoc-acdm,12,Farming-fishing,270151,0,United-States,Scorpio
24,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Cancer
47,Private,11th,7,Transport-moving,230719,0,United-States,Cancer
35,Private,Some-college,10,Exec-managerial,274587,0,United-States,Leo
44,Private,Some-college,10,Prof-specialty,0,0,United-States,Pisces
45,Private,Some-college,10,Protective-serv,0,0,United-States,Sagittarius
46,Private,Prof-school,15,Prof-specialty,0,0,United-States,Pisces
44,Local-gov,HS-grad,9,Transport-moving,0,0,United-States,Cancer
21,Private,Some-college,10,Sales,0,0,United-States,Taurus
35,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Capricorn
23,Private,Bachelors,13,Exec-managerial,0,0,United-States,Libra
50,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Taurus
61,Private,10th,6,Farming-fishing,0,0,United-States,Libra
28,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
33,Private,1st-4th,2,Handlers-cleaners,0,0,Mexico,Taurus
57,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Libra
36,Private,Bachelors,13,Prof-specialty,0,0,Japan,Pisces
42,Private,Some-college,10,Prof-specialty,282016,0,United-States,Taurus
31,?,HS-grad,9,?,0,0,Mexico,Libra
50,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,?,Pisces
46,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Gemini
32,Self-emp-inc,Bachelors,13,Sales,0,0,United-States,Leo
44,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Gemini
49,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
58,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,United-States,Pisces
41,Private,Bachelors,13,Adm-clerical,0,0,United-States,Cancer
36,Private,HS-grad,9,Exec-managerial,0,0,United-States,Taurus
59,Private,HS-grad,9,Tech-support,0,0,United-States,Sagittarius
53,Local-gov,HS-grad,9,Exec-managerial,232994,0,United-States,Gemini
30,Private,Assoc-voc,11,Adm-clerical,0,0,United-States,Gemini
45,Private,HS-grad,9,Other-service,0,0,United-States,Sagittarius
25,Private,Bachelors,13,Exec-managerial,0,0,United-States,Cancer
21,Private,Some-college,10,Sales,0,0,United-States,Pisces
44,Private,Bachelors,13,Prof-specialty,263018,0,United-States,Leo
28,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
49,Private,11th,7,Priv-house-serv,0,0,United-States,Pisces
42,Self-emp-inc,Bachelors,13,Craft-repair,0,0,United-States,Virgo
29,Private,HS-grad,9,Transport-moving,0,0,United-States,Capricorn
35,Private,Bachelors,13,Exec-managerial,278895,0,United-States,Capricorn
58,?,Bachelors,13,?,241967,0,United-States,Sagittarius
41,Private,Some-college,10,Machine-op-inspct,0,1902,United-States,Libra
44,Private,Some-college,10,Prof-specialty,7298,0,United-States,Taurus
60,Self-emp-inc,HS-grad,9,Craft-repair,0,0,United-States,Libra
25,Private,10th,6,Other-service,0,0,United-States,Gemini
24,Private,Preschool,1,Machine-op-inspct,0,0,United-States,Sagittarius
28,Private,Bachelors,13,Exec-managerial,0,0,United-States,Leo
55,Private,HS-grad,9,Transport-moving,0,0,United-States,Cancer
40,Private,HS-grad,9,Adm-clerical,6849,0,United-States,Leo
39,Private,Bachelors,13,Craft-repair,277058,0,United-States,Aquarius
36,Local-gov,9th,5,Craft-repair,0,0,United-States,Leo
58,Private,Bachelors,13,Sales,15024,0,United-States,Capricorn
33,Private,Bachelors,13,Prof-specialty,0,0,United-States,Scorpio
64,Private,HS-grad,9,Other-service,257381,0,United-States,Gemini
27,State-gov,Bachelors,13,Protective-serv,0,0,United-States,Gemini
58,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
46,Private,HS-grad,9,Handlers-cleaners,0,1740,United-States,Virgo
30,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Taurus
28,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Leo
25,Private,Masters,14,Machine-op-inspct,259970,0,Mexico,Libra
45,Self-emp-not-inc,Bachelors,13,Farming-fishing,0,0,United-States,Taurus
43,Self-emp-inc,Masters,14,Exec-managerial,5013,0,United-States,Aquarius
31,Private,Bachelors,13,Tech-support,0,0,United-States,Sagittarius
44,Private,Some-college,10,Adm-clerical,0,0,United-States,Taurus
22,Private,Some-college,10,Prof-specialty,0,0,United-States,Cancer
25,Self-emp-not-inc,9th,5,Craft-repair,0,0,United-States,Capricorn
26,Self-emp-inc,Bachelors,13,Adm-clerical,0,0,United-States,Scorpio
50,State-gov,HS-grad,9,Tech-support,0,0,United-States,Sagittarius
39,State-gov,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
42,Private,Bachelors,13,Transport-moving,0,0,United-States,Aquarius
28,Private,Some-college,10,Other-service,0,0,United-States,Sagittarius
27,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Virgo
42,Private,HS-grad,9,Priv-house-serv,0,0,?,Capricorn
54,Private,Masters,14,Exec-managerial,0,0,United-States,Gemini
36,Private,Some-college,10,Craft-repair,256531,0,Japan,Sagittarius
30,Private,HS-grad,9,Prof-specialty,0,0,United-States,Libra
46,Local-gov,Bachelors,13,Prof-specialty,0,10545,United-States,Leo
56,Private,7th-8th,4,Adm-clerical,0,0,United-States,Scorpio
77,?,HS-grad,9,?,0,0,United-States,Cancer
53,State-gov,Some-college,10,Protective-serv,0,0,United-States,Cancer
35,Private,HS-grad,9,Tech-support,1151,0,United-States,Capricorn
27,Private,HS-grad,9,Sales,0,0,United-States,Aquarius
56,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,0,United-States,Libra
42,Private,10th,6,Exec-managerial,0,0,United-States,Libra
34,Self-emp-inc,Assoc-voc,11,Sales,0,0,United-States,Capricorn
33,Private,Some-college,10,Tech-support,0,0,Columbia,Scorpio
47,Private,Some-college,10,Craft-repair,7298,0,United-States,Sagittarius
54,Self-emp-not-inc,Some-college,10,Craft-repair,290107,0,?,Gemini
41,Self-emp-not-inc,Some-college,10,Prof-specialty,259031,0,United-States,Pisces
45,Private,Some-college,10,Sales,15024,0,United-States,Sagittarius
45,Private,Bachelors,13,Sales,0,1902,United-States,Aquarius
36,Private,Prof-school,15,Prof-specialty,0,0,?,Pisces
38,State-gov,Masters,14,Prof-specialty,0,0,United-States,Taurus
41,Private,HS-grad,9,Sales,0,0,United-States,Scorpio
27,Private,Some-college,10,Craft-repair,0,1876,Cambodia,Libra
49,Self-emp-inc,Masters,14,Prof-specialty,99999,10002,Mexico,Capricorn
38,Private,5th-6th,3,Other-service,0,0,Mexico,Aquarius
62,Local-gov,HS-grad,9,Other-service,0,0,United-States,Scorpio
47,?,HS-grad,9,?,0,0,United-States,Libra
25,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
58,Federal-gov,Bachelors,13,Exec-managerial,253094,0,United-States,Pisces
43,Self-emp-not-inc,10th,6,Farming-fishing,0,0,United-States,Taurus
57,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,United-States,Virgo
56,Private,HS-grad,9,Sales,0,0,United-States,Gemini
35,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Scorpio
28,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Cancer
38,Private,7th-8th,4,Machine-op-inspct,0,0,Canada,Capricorn
37,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
23,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Scorpio
52,Private,HS-grad,9,Sales,0,0,United-States,Pisces
23,Private,Some-college,10,Other-service,0,0,Vietnam,Cancer
48,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Virgo
29,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
33,?,HS-grad,9,?,0,0,United-States,Taurus
73,Private,HS-grad,9,Other-service,0,0,United-States,Pisces
45,State-gov,Bachelors,13,Protective-serv,0,0,United-States,Capricorn
44,Private,Some-college,10,Craft-repair,0,0,United-States,Cancer
54,Private,HS-grad,9,Transport-moving,0,0,United-States,Scorpio
41,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Taurus
29,Federal-gov,HS-grad,9,Other-service,0,0,United-States,Scorpio
53,Private,Some-college,10,Exec-managerial,0,1740,United-States,Pisces
27,Private,Some-college,10,Farming-fishing,0,0,United-States,Taurus
24,Private,Some-college,10,Craft-repair,0,0,Canada,Taurus
59,Private,Some-college,10,Craft-repair,0,0,United-States,Libra
36,Private,Masters,14,Exec-managerial,0,0,United-States,Sagittarius
64,Self-emp-inc,Doctorate,16,Prof-specialty,7688,0,Canada,Cancer
40,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
31,Private,Bachelors,13,Prof-specialty,256732,0,United-States,Virgo
58,Private,Prof-school,15,Prof-specialty,0,13898,United-States,Libra
90,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Virgo
36,Private,Some-college,10,Exec-managerial,0,0,United-States,Aquarius
27,Private,Bachelors,13,Sales,0,1590,United-States,Aquarius
36,Private,Assoc-acdm,12,Tech-support,0,0,United-States,Taurus
52,Self-emp-not-inc,Some-college,10,Prof-specialty,0,0,United-States,Cancer
47,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
37,Private,1st-4th,2,Transport-moving,0,0,Cuba,Virgo
